count,versions,keysPercent,insertLs,insertTPs,rangeSearch1SkipListLns,rangeSearch1MerkleLns,rangeSearch3SkipListLms,rangeSearch3MerkleLms,rangeSearch4SkipListLms,rangeSearch4MerkleLms
200000,1000,0.2,1.2839964,155763.676595978,0.0,0.0,0.0,0.0,1.8769,0.0
200000,1000,0.2,1.1081557,180480.05347984945,0.0,0.0,0.0,0.0,2.509,0.0
200000,1000,0.2,0.9966415,200673.96350643638,0.0,0.0,0.0,0.0,0.9427,0.0
200000,1000,0.2,1.1015483,181562.62417181346,0.0,0.0,0.0,0.0,1.0235,0.0
200000,1000,0.2,0.9862237,202793.7475037357,0.0,0.0,0.0,0.0,1.0008,0.0
200000,1000,0.2,1.0205943,195964.25337668456,0.0,0.0,0.8983,0.0,1.1323,0.0
200000,1000,0.2,1.1253827,177717.32229400717,0.0,0.0,0.0,0.0,0.9913,0.0
200000,1000,0.2,1.0787502,185399.733877222,0.0,0.0,0.0,0.0,1.9963,0.0
200000,1000,0.2,1.062045,188315.93764859307,0.0,0.0,0.0,0.0,1.9715,0.0
200000,1000,0.2,1.0600923,188662.81737920368,0.0,0.0,0.9976,0.0,0.9939,0.0
200000,1000,0.3,1.0709363,186752.47071184346,0.0,0.0,1.0022,0.0,2.0109,0.0
200000,1000,0.3,1.1620632,172107.67882504154,0.0,0.0,1.0021,0.0,0.9995,0.0
200000,1000,0.3,1.1529308,173470.948993643,0.0,0.0,0.0,0.0,2.0024,0.0
200000,1000,0.3,1.1334353,176454.71250101354,0.0,0.0,0.0,0.0,1.9512,0.0
200000,1000,0.3,1.0272926,194686.49925055433,0.0,0.0,0.9811,0.0,1.9997,0.0
200000,1000,0.3,1.1256699,177671.98003606565,0.0,0.0,1.0365,0.0,0.968,0.0
200000,1000,0.3,1.0676216,187332.29076669112,0.0,0.0,1.0022,0.0,1.9985,0.0
200000,1000,0.3,1.0758435,185900.64447105923,0.0,0.0,1.0049,0.0,2.0032,0.0
200000,1000,0.3,1.092995,182983.45372119726,0.0,0.0,1.5049,0.0,1.0046,0.0
200000,1000,0.3,1.1412305,175249.43471104215,0.0,0.0,0.9728,0.0,2.5094,0.0
200000,1000,0.4,1.0399071,192324.8720967479,0.0,0.0,0.9984,0.0,1.1013,0.0
200000,1000,0.4,1.0916639,183206.57118001248,0.0,0.0,0.9976,0.0,2.9995,0.0
200000,1000,0.4,1.108267,180461.92839812068,0.0,0.0,0.9989,0.0,2.5094,0.0
200000,1000,0.4,1.115065,179361.741243784,0.0,0.0,0.9761,0.0,3.5142,0.0
200000,1000,0.4,1.1434698,174906.23713892573,0.0,0.0,0.9998,0.0,3.5035,0.0
200000,1000,0.4,1.0716075,186635.49853841076,0.0,0.0,0.0,0.0,1.0576,0.0
200000,1000,0.4,1.0028106,199439.45546646594,0.0,0.0,1.0005,0.0,2.1135,0.0
200000,1000,0.4,1.1009567,181660.1869991799,0.0,0.0,0.9997,0.0,1.5242,0.0
200000,1000,0.4,1.0221144,195672.81314107307,0.0,0.0,1.1099,0.0,1.8988,0.0
200000,1000,0.4,1.0471665,190991.59493738582,1000000.0,0.0,0.9978,0.0,2.5462,0.0
200000,1000,0.5,1.0860877,184147.1917967582,0.0,0.0,1.016,0.0,2.0235,0.0
200000,1000,0.5,1.1253931,177715.67996995896,0.0,0.0,2.1145,0.0,1.9879,0.0
200000,1000,0.5,1.1388451,175616.50833814012,0.0,0.0,1.7308,0.0,2.9984,0.0
200000,1000,0.5,1.1174416,178980.27064680605,0.0,0.0,1.9819,0.0,4.0262,0.0
200000,1000,0.5,1.1224215,178186.18050349178,0.0,0.0,0.6226,0.0,4.1205,0.0
200000,1000,0.5,1.0572601,189168.20941223452,0.0,0.0,1.9362,0.0,2.0601,0.0
200000,1000,0.5,1.0550154,189570.69252259255,0.0,0.0,1.0592,0.0,2.9505,0.0
200000,1000,0.5,1.1223979,178189.92711942887,0.0,0.0,1.999,0.0,2.6319,0.0
200000,1000,0.5,1.0545153,189660.59572582776,0.0,0.0,1.0023,0.0,3.7222,0.0
200000,1000,0.5,1.1451746,174645.8574963154,0.0,0.0,1.8945,0.0,2.0043,0.0
200000,10000,0.1,0.849767,235358.63360191675,0.0,0.0,0.0,0.0,1.0043,0.0
200000,10000,0.1,0.9526658,209937.209879897,0.0,0.0,0.0,0.0,0.9996,0.0
200000,10000,0.1,0.8604657,232432.2747554028,0.0,0.0,0.0,0.0,0.0,0.0
200000,10000,0.1,0.9999125,200017.501531384,0.0,0.0,0.0,0.0,0.0,0.0
200000,10000,0.1,0.9589754,208555.9233323399,0.0,0.0,0.0,0.0,1.0,0.0
200000,10000,0.1,0.8919016,224239.98342418045,0.0,0.0,0.0,0.0,0.0,0.0
200000,10000,0.1,0.9045127,221113.53439260722,0.0,0.0,0.0,0.0,1.6206,0.0
200000,10000,0.1,0.9315406,214698.1033354853,0.0,0.0,0.0,0.0,0.9932,0.0
200000,10000,0.1,0.8779661,227799.22823899466,0.0,0.0,0.0,0.0,0.9898,0.0
200000,10000,0.1,0.9018027,221778.00088644668,0.0,0.0,0.0,0.0,0.0,0.0
200000,10000,0.2,0.9449922,211641.95852621854,0.0,0.0,0.0,0.0,0.969,0.0
200000,10000,0.2,1.0034796,199306.493126517,0.0,0.0,0.0,0.0,1.0137,0.0
200000,10000,0.2,0.9307959,214869.87641436752,0.0,0.0,0.9999,0.0,1.6536,0.0
200000,10000,0.2,0.9260881,215962.17465703317,0.0,0.0,0.0,0.0,1.0003,0.0
200000,10000,0.2,0.8633039,231668.1298439634,0.0,0.0,0.0,0.0,1.0004,0.0
200000,10000,0.2,0.8859562,225744.79415573817,0.0,0.0,0.0,0.0,1.0009,0.0
200000,10000,0.2,0.9686031,206482.9237073472,0.0,0.0,0.0,0.0,1.5045,0.0
200000,10000,0.2,0.9268634,215781.52724554663,0.0,0.0,1.0318,0.0,0.9804,0.0
200000,10000,0.2,0.9002681,222156.04440499446,0.0,0.0,0.0,0.0,1.036,0.0
200000,10000,0.2,1.0027887,199443.8110441412,0.0,0.0,0.0,0.0,0.8958,0.0
200000,10000,0.3,0.9497703,210577.2311473627,0.0,0.0,0.503,0.0,2.004,0.0
200000,10000,0.3,0.9345883,213997.97108523615,0.0,0.0,0.0,0.0,1.0025,0.0
200000,10000,0.3,0.9519856,210087.2114031977,0.0,0.0,0.6213,0.0,2.0046,0.0
200000,10000,0.3,0.9524311,209988.94303220464,0.0,0.0,1.1061,0.0,1.0005,0.0
200000,10000,0.3,0.903646,221325.60759412427,0.0,0.0,1.0733,0.0,1.0339,0.0
200000,10000,0.3,0.8696194,229985.66959292765,0.0,0.0,0.9997,0.0,2.0049,0.0
200000,10000,0.3,0.9343142,214060.75172570426,0.0,0.0,1.0075,0.0,2.004,0.0
200000,10000,0.3,0.9177474,217924.88870031122,0.0,0.0,0.0,0.0,2.0028,0.0
200000,10000,0.3,0.9460315,211409.45095380017,0.0,0.0,0.9985,0.0,2.8905,0.0
200000,10000,0.3,0.9667778,206872.7684893054,0.0,0.0,0.0,0.0,1.9991,0.0
200000,10000,0.4,0.8913055,224389.95383737676,0.0,0.0,0.9863,0.0,2.0142,0.0
200000,10000,0.4,0.8961533,223176.1016781392,0.0,0.0,1.0105,0.0,1.9964,0.0
200000,10000,0.4,0.9561324,209176.0513502105,0.0,0.0,1.0048,0.0,2.0042,0.0
200000,10000,0.4,1.0607943,188537.9663144872,0.0,0.0,1.5049,0.0,2.0032,0.0
200000,10000,0.4,0.9098404,219818.7726111085,0.0,0.0,0.9999,0.0,0.9987,0.0
200000,10000,0.4,0.9344348,214033.12462249908,0.0,0.0,1.0011,0.0,1.5027,0.0
200000,10000,0.4,0.8718751,229390.654693545,0.0,0.0,1.0392,0.0,2.0722,0.0
200000,10000,0.4,0.9116392,219385.0374139243,0.0,0.0,1.002,0.0,2.1133,0.0
200000,10000,0.4,0.8666683,230768.79585880783,0.0,0.0,1.1348,0.0,1.1647,0.0
200000,10000,0.4,0.9097679,219836.29011311568,0.0,0.0,1.0257,0.0,1.1235,0.0
200000,10000,0.5,0.9144119,218719.81324827464,0.0,0.0,1.1342,0.0,2.2621,0.0
200000,10000,0.5,0.8928758,223995.31939380596,0.0,0.0,2.6156,0.0,5.8028,0.0
200000,10000,0.5,0.9789141,204308.01844615376,0.0,0.0,2.4372,0.0,2.7834,0.0
200000,10000,0.5,0.9717005,205824.73714894662,0.0,0.0,2.1305,0.0,2.3636,0.0
200000,10000,0.5,1.0169873,196659.28964894643,0.0,0.0,1.1512,0.0,2.221,0.0
200000,10000,0.5,1.013526,197330.90221661804,0.0,0.0,2.4212,0.0,2.3308,0.0
200000,10000,0.5,0.9101131,219752.90763312823,0.0,0.0,1.0417,0.0,2.1018,0.0
200000,10000,0.5,0.870254,229817.96119293908,0.0,0.0,2.2449,0.0,2.1581,0.0
200000,10000,0.5,0.905519,220867.81171902522,0.0,0.0,1.9985,0.0,2.2948,0.0
200000,10000,0.5,1.0563163,189337.2278738859,0.0,0.0,1.0329,0.0,2.228,0.0
400000,100,0.1,3.1852453,125579.02526376853,1122300.0,0.0,0.2047,0.0,6.8899,0.0
400000,100,0.1,3.5164265,113751.84437951425,0.0,0.0,0.9465,0.0,4.3341,0.0
400000,100,0.1,3.1754318,125967.12044012407,0.0,0.0,0.0,0.0,4.3969,0.0
400000,100,0.1,3.3261779,120258.14975200215,1079200.0,0.0,0.0,0.0,3.9876,0.0
400000,100,0.1,3.2001344,124994.75022049074,1121400.0,0.0,0.0,0.0,3.8575,0.0
400000,100,0.1,3.2544332,122909.26727271588,0.0,0.0,0.0,0.0,7.1003,0.0
400000,100,0.1,3.4287993,116658.91322364654,0.0,0.0,0.0,0.0,3.6784,0.0
400000,100,0.1,3.1504874,126964.48174971277,0.0,0.0,0.0,0.0,4.2877,0.0
400000,100,0.1,3.3342416,119967.31130701507,0.0,0.0,0.0,0.0,5.119,0.0
400000,100,0.1,3.3380267,119831.27636456593,0.0,0.0,0.0,0.0,3.7625,0.0
400000,100,0.2,3.2174124,124323.50916531557,1000500.0,0.0,1.0002,0.0,5.4762,0.0
400000,100,0.2,3.5219376,113573.84639637,0.0,0.0,1.004,0.0,6.3507,0.0
400000,100,0.2,3.2510981,123035.35227066817,1293900.0,0.0,0.7407,0.0,5.3746,0.0
400000,100,0.2,3.0251421,132225.19365288658,0.0,0.0,1.0741,0.0,4.4904,0.0
400000,100,0.2,3.3906308,117972.14842736638,0.0,0.0,1.018,0.0,10.1242,0.0
400000,100,0.2,3.3805847,118322.72683479873,1137900.0,0.0,0.9524,0.0,5.5134,0.0
400000,100,0.2,3.2594241,122721.06596990554,80000.0,0.0,0.9199,0.0,5.5143,0.0
400000,100,0.2,3.4399567,116280.53341485374,0.0,0.0,0.9984,0.0,6.002,0.0
400000,100,0.2,2.9979472,133424.631361086,0.0,0.0,1.3105,0.0,3.9438,0.0
400000,100,0.2,3.3078436,120924.70151853612,1002200.0,0.0,1.0427,0.0,6.6811,0.0
400000,100,0.3,3.4014929,117595.42405630187,1014300.0,0.0,1.0476,0.0,6.7541,0.0
400000,100,0.3,3.2225013,124127.18033659134,926600.0,0.0,1.1025,0.0,6.5675,0.0
400000,100,0.3,3.0569548,130849.17055365031,1004500.0,0.0,1.0003,0.0,5.0017,0.0
400000,100,0.3,3.1212169,128155.14359159084,1004100.0,0.0,1.94,0.0,5.8904,0.0
400000,100,0.3,3.1125459,128512.16105760881,1004600.0,0.0,1.8862,0.0,4.7008,0.0
400000,100,0.3,2.9465122,135753.7226555519,883400.0,0.0,1.9995,0.0,5.1174,0.0
400000,100,0.3,2.8845756,138668.57918371077,993000.0,0.0,1.0007,0.0,6.5458,0.0
400000,100,0.3,2.7833174,143713.3975449584,999300.0,0.0,1.0006,0.0,5.6256,0.0
400000,100,0.3,3.2761474,122094.62858722413,0.0,0.0,1.031,0.0,7.5005,0.0
400000,100,0.3,3.3717203,118633.8024538987,1049900.0,0.0,1.0557,0.0,6.4068,0.0
400000,100,0.4,3.3611427,119007.14599234362,1002900.0,0.0,3.116,0.0,9.4064,0.0
400000,100,0.4,3.4188083,116999.83295348851,1065000.0,0.0,2.6281,0.0,7.7365,0.0
400000,100,0.4,3.3173587,120577.85611185187,0.0,0.0,3.2764,0.0,6.0046,0.0
400000,100,0.4,2.9386077,136118.88378295614,894600.0,0.0,2.0429,0.0,8.7275,0.0
400000,100,0.4,2.992185,133681.57383316875,1001000.0,0.0,2.8974,0.0,6.613,0.0
400000,100,0.4,3.0787052,129924.74888469347,1041100.0,0.0,2.9607,0.0,7.0538,0.0
400000,100,0.4,3.1967885,125125.57524528133,1091300.0,0.0,3.6285,0.0,6.8641,0.0
400000,100,0.4,3.191053,125350.47208554667,919600.0,0.0,2.6746,0.0,7.1084,0.0
400000,100,0.4,2.8189489,141896.86091862113,0.0,0.0,1.9994,0.0,7.5241,0.0
400000,100,0.4,2.910526,137432.2029763692,978600.0,0.0,3.003,0.0,7.5519,0.0
400000,100,0.5,3.3520708,119329.22180521963,987500.0,0.0,3.6392,0.0,14.8909,0.0
400000,100,0.5,3.7748308,105965.01437892263,2000500.0,0.0,6.5117,0.0,17.0198,0.0
400000,100,0.5,2.9946696,133570.66168501528,999600.0,0.0,4.0218,0.0,8.5688,0.0
400000,100,0.5,2.6872377,148851.7372318794,0.0,0.0,5.7182,0.0,7.7035,0.0
400000,100,0.5,2.7062725,147804.77575706068,0.0,0.0,4.0111,0.0,7.7578,0.0
400000,100,0.5,2.8591361,139902.39918974126,952800.0,0.0,3.0631,0.0,7.7416,0.0
400000,100,0.5,2.9730232,134543.1814995591,1000900.0,0.0,3.6846,0.0,9.7379,0.0
400000,100,0.5,2.9914977,133712.28732684636,977500.0,0.0,4.5615,0.0,9.1292,0.0
400000,100,0.5,2.998026,133421.12443321038,992800.0,0.0,5.0029,0.0,10.0875,0.0
400000,100,0.5,3.0945976,129257.51638920678,1000200.0,0.0,4.5149,0.0,9.5139,0.0
400000,1000,0.1,2.4222855,165133.30076078975,0.0,0.0,1.0004,0.0,1.999,0.0
400000,1000,0.1,2.3715825,168663.75089207312,0.0,0.0,0.0,0.0,2.051,0.0
400000,1000,0.1,2.4452312,163583.7134746195,0.0,0.0,0.0,0.0,1.1317,0.0
400000,1000,0.1,2.3722875,168613.62714257863,0.0,0.0,0.0,0.0,1.0362,0.0
400000,1000,0.1,2.2705339,176170.01886648772,1237300.0,0.0,0.0,0.0,1.0796,0.0
400000,1000,0.1,2.3588504,169574.12814309885,0.0,0.0,0.0,0.0,1.0787,0.0
400000,1000,0.1,2.5128439,159182.19193798708,0.0,0.0,0.0,0.0,1.2561,0.0
400000,1000,0.1,2.2819681,175287.2881965353,0.0,0.0,0.0,0.0,2.2172,0.0
400000,1000,0.1,2.4725174,161778.43682717864,0.0,0.0,0.0,0.0,2.2071,0.0
400000,1000,0.1,2.4331032,164399.1097459409,0.0,0.0,1.0215,0.0,1.0401,0.0
400000,1000,0.2,2.4235775,165045.26882263925,0.0,0.0,1.2293,0.0,3.499,0.0
400000,1000,0.2,2.6527299,150788.06176233772,0.0,0.0,1.1709,0.0,2.6126,0.0
400000,1000,0.2,2.5450608,157167.16865860336,0.0,0.0,1.0255,0.0,3.655,0.0
400000,1000,0.2,2.5112169,159285.32497531376,0.0,0.0,0.0,0.0,4.194,0.0
400000,1000,0.2,2.3726669,168586.66507296072,0.0,0.0,1.2546,0.0,2.4976,0.0
400000,1000,0.2,2.674238,149575.31827758037,0.0,0.0,1.2951,0.0,2.7348,0.0
400000,1000,0.2,2.4885682,160734.99613151047,0.0,0.0,0.0,0.0,4.5183,0.0
400000,1000,0.2,2.4644174,162310.16710075169,0.0,0.0,1.0052,0.0,3.3472,0.0
400000,1000,0.2,2.5637239,156023.0413267201,0.0,0.0,1.2025,0.0,4.1248,0.0
400000,1000,0.2,2.592729,154277.5970801422,0.0,0.0,0.1419,0.0,2.3391,0.0
400000,1000,0.3,2.4921472,160504.16283596732,0.0,0.0,1.5036,0.0,3.9959,0.0
400000,1000,0.3,2.5818272,154929.03630421121,0.0,0.0,2.0947,0.0,3.2139,0.0
400000,1000,0.3,2.602829,153678.93933869648,975200.0,0.0,1.0157,0.0,4.3639,0.0
400000,1000,0.3,2.5101016,159356.099370639,0.0,0.0,3.7414,0.0,3.6625,0.0
400000,1000,0.3,2.3632531,169258.21445024232,0.0,0.0,1.1225,0.0,3.9516,0.0
400000,1000,0.3,2.4314042,164513.9874316249,0.0,0.0,1.1479,0.0,4.4678,0.0
400000,1000,0.3,2.6155995,152928.6115859863,871900.0,0.0,1.1965,0.0,3.1817,0.0
400000,1000,0.3,2.3604951,169455.97557054873,0.0,0.0,1.0771,0.0,3.2511,0.0
400000,1000,0.3,2.501297,159917.0350422201,1030000.0,0.0,1.1819,0.0,5.2729,0.0
400000,1000,0.3,2.4087755,166059.477107767,0.0,0.0,1.2757,0.0,4.1413,0.0
400000,1000,0.4,2.3660417,169058.7279167565,0.0,0.0,1.8897,0.0,6.8093,0.0
400000,1000,0.4,2.4813013,161205.73507135146,0.0,0.0,2.2629,0.0,5.1157,0.0
400000,1000,0.4,2.4408986,163874.0749001208,0.0,0.0,2.0175,0.0,5.0641,0.0
400000,1000,0.4,2.3531453,169985.25335430837,0.0,0.0,3.0187,0.0,4.0214,0.0
400000,1000,0.4,2.6891387,148746.51129002756,0.0,0.0,3.5076,0.0,8.1237,0.0
400000,1000,0.4,2.5698843,155649.0305808709,0.0,0.0,2.6138,0.0,6.1268,0.0
400000,1000,0.4,2.4845606,160994.26192301366,0.0,0.0,2.9968,0.0,5.5268,0.0
400000,1000,0.4,2.4553494,162909.60463712417,0.0,0.0,2.3463,0.0,5.4331,0.0
400000,1000,0.4,2.4401516,163924.24142827847,0.0,0.0,2.1793,0.0,5.7515,0.0
400000,1000,0.4,2.3069822,173386.68672866223,0.0,0.0,2.1394,0.0,5.2072,0.0
400000,1000,0.5,2.5232862,158523.4366200711,0.0,0.0,3.8626,0.0,7.0942,0.0
400000,1000,0.5,2.5953485,154121.88382407988,0.0,0.0,4.7064,0.0,6.4094,0.0
400000,1000,0.5,2.4179495,165429.42687595417,1264900.0,0.0,2.5812,0.0,8.0183,0.0
400000,1000,0.5,2.4881119,160764.47365570656,0.0,0.0,28.3918,0.0,7.895,0.0
400000,1000,0.5,2.3968536,166885.45349620018,0.0,0.0,2.578,0.0,6.3101,0.0
400000,1000,0.5,2.3864305,167614.35122455904,0.0,0.0,3.1808,0.0,5.7569,0.0
400000,1000,0.5,2.3830348,167853.19291182823,1118900.0,0.0,3.9291,0.0,6.5401,0.0
400000,1000,0.5,2.496885,160199.60871245572,0.0,0.0,3.3474,0.0,6.1412,0.0
400000,1000,0.5,2.4850019,160965.67169626712,0.0,0.0,3.7229,0.0,8.3871,0.0
400000,1000,0.5,2.4398469,163944.71308834993,0.0,0.0,4.2674,0.0,5.3129,0.0
400000,10000,0.1,2.0067206,199330.1907599892,0.0,0.0,1.1069,0.0,1.0721,0.0
400000,10000,0.1,2.0497203,195148.57710098298,0.0,0.0,0.0,0.0,1.2684,0.0
400000,10000,0.1,1.9347368,206746.46804671313,0.0,0.0,0.163,0.0,1.2928,0.0
400000,10000,0.1,2.0109696,198909.02378633668,0.0,0.0,0.0,0.0,2.0549,0.0
400000,10000,0.1,2.1378159,187106.85050101834,0.0,0.0,0.9935,0.0,3.9731,0.0
400000,10000,0.1,2.1056468,189965.38260832726,0.0,0.0,1.1584,0.1716,1.3405,0.0
400000,10000,0.1,2.1238801,188334.54864048117,0.0,0.0,0.0,0.0,1.6365,0.0
400000,10000,0.1,1.9416182,206013.7260765273,0.0,0.0,0.0,0.0,2.6095,0.0
400000,10000,0.1,2.0661496,193596.82377307044,0.0,0.0,0.0,0.0,2.1283,0.0
400000,10000,0.1,1.9724885,202789.52196679474,0.0,0.0,0.0,0.0,1.5668,0.0
400000,10000,0.2,1.9386926,206324.612782862,0.0,0.0,0.0,0.0,2.2192,0.0
400000,10000,0.2,1.8836055,212358.69188107594,0.0,0.0,1.1229,0.0,3.667,0.0
400000,10000,0.2,1.8602553,215024.24962853218,0.0,0.0,0.0,0.0,3.0315,0.0
400000,10000,0.2,2.1249557,188239.2183517049,0.0,0.0,1.2351,0.0,1.2345,0.0
400000,10000,0.2,1.9189292,208449.58740530917,0.0,0.0,0.9904,0.0,1.9792,0.0
400000,10000,0.2,2.1080809,189746.03868380951,0.0,0.0,0.0,0.0,4.1221,0.0
400000,10000,0.2,1.9651727,203544.45184385066,0.0,0.0,1.0014,0.0,2.6307,0.0
400000,10000,0.2,1.9535583,204754.5752793761,0.0,0.0,0.0,0.0,4.5324,0.0
400000,10000,0.2,2.0125126,198756.51958651093,0.0,0.0,0.9904,0.0,3.7518,0.0
400000,10000,0.2,1.9103761,209382.85398356902,0.0,0.0,0.0,0.0,3.0083,0.0
400000,10000,0.3,2.2221377,180006.8465604089,0.0,0.0,2.0003,0.0,4.5103,0.0
400000,10000,0.3,2.1536288,185733.0288302237,0.0,0.0,1.883,0.0,3.1135,0.0
400000,10000,0.3,2.1009954,190385.94753705792,0.0,0.0,1.0055,0.0,10.6623,0.0
400000,10000,0.3,1.9800586,202014.22321541392,0.0,0.0,1.2731,0.0,3.0551,0.0
400000,10000,0.3,1.9334122,206888.11211597818,0.0,0.0,2.1141,0.0,2.9945,0.0
400000,10000,0.3,1.9502901,205097.69290219955,0.0,0.0,1.001,0.0,4.0257,0.0
400000,10000,0.3,1.9520789,204909.7503179815,0.0,0.0,1.0007,0.0,3.5212,0.0
